brand,model,capacity,condition,used_price,stock,carrier,color,source,url
LG,Nexus 5,32GB,VeryGood,$274.00,OutOfStock,Sprint,White,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-White-Sprint/12076571
LG,Nexus 5,32GB,New,$449.99,OutOfStock,T-Mobile,Red,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Red-TMobile/12077498
LG,Nexus 5,32GB,Refurbished,$370.75,OutOfStock,T-Mobile,Red,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Red-TMobile/12077498
LG,Nexus 5,32GB,Good,$238.75,OutOfStock,T-Mobile,Red,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Red-TMobile/12077498
LG,Nexus 5,32GB,Acceptable,$219.00,OutOfStock,T-Mobile,Red,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Red-TMobile/12077498
LG,Nexus 5,32GB,VeryGood,$239.00,OutOfStock,T-Mobile,Red,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Red-TMobile/12077498
LG,Nexus 5,16GB,New,$449.99,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-16GB-Black-Sprint/12076568
LG,Nexus 5,16GB,Refurbished,$335.75,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-16GB-Black-Sprint/12076568
LG,Nexus 5,16GB,Good,$223.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-16GB-Black-Sprint/12076568
LG,Nexus 5,16GB,Acceptable,$190.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-16GB-Black-Sprint/12076568
LG,Nexus 5,16GB,VeryGood,$249.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-16GB-Black-Sprint/12076568
LG,Nexus 5,32GB,New,$449.99,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Black-Sprint/12076569
LG,Nexus 5,32GB,Refurbished,$359.75,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Black-Sprint/12076569
LG,Nexus 5,32GB,Good,$246.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Black-Sprint/12076569
LG,Nexus 5,32GB,Acceptable,$209.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Black-Sprint/12076569
LG,Nexus 5,32GB,VeryGood,$274.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-LG-Nexus-5-32GB-Black-Sprint/12076569
Samsung,Galaxy Note 3,32GB,New,$700.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-3-32GB-Black-Sprint/12076341
Samsung,Galaxy Note 3,32GB,Refurbished,$359.75,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-3-32GB-Black-Sprint/12076341
Samsung,Galaxy Note 3,32GB,Good,$244.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-3-32GB-Black-Sprint/12076341
Samsung,Galaxy Note 3,32GB,Acceptable,$207.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-3-32GB-Black-Sprint/12076341
Samsung,Galaxy Note 3,32GB,VeryGood,$245.00,OutOfStock,Sprint,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-3-32GB-Black-Sprint/12076341
Apple,iPhone 5S,64GB,New,$849.00,OutOfStock,Sprint,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-Sprint/12076277
Apple,iPhone 5S,64GB,Refurbished,$348.75,OutOfStock,Sprint,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-Sprint/12076277
Apple,iPhone 5S,64GB,Good,$292.00,OutOfStock,Sprint,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-Sprint/12076277
Apple,iPhone 5S,64GB,Acceptable,$249.00,OutOfStock,Sprint,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-Sprint/12076277
Apple,iPhone 5S,64GB,VeryGood,$326.00,OutOfStock,Sprint,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-Sprint/12076277
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Sprint/12076295
Apple,iPhone 5C,32GB,Refurbished,$228.75,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Sprint/12076295
Apple,iPhone 5C,32GB,Good,$191.00,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Sprint/12076295
Apple,iPhone 5C,32GB,Acceptable,$163.00,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Sprint/12076295
Apple,iPhone 5C,32GB,VeryGood,$210.00,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Sprint/12076295
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,AT&T,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-ATT/12076309
Apple,iPhone 5C,32GB,Refurbished,$230.75,OutOfStock,AT&T,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-ATT/12076309
Apple,iPhone 5C,32GB,Good,$194.00,OutOfStock,AT&T,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-ATT/12076309
Apple,iPhone 5C,32GB,Acceptable,$163.00,OutOfStock,AT&T,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-ATT/12076309
Apple,iPhone 5C,32GB,VeryGood,$215.00,OutOfStock,AT&T,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-ATT/12076309
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-TMobile/12076315
Apple,iPhone 5C,32GB,Refurbished,$241.75,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-TMobile/12076315
Apple,iPhone 5C,32GB,Good,$201.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-TMobile/12076315
Apple,iPhone 5C,32GB,Acceptable,$173.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-TMobile/12076315
Apple,iPhone 5C,32GB,VeryGood,$224.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-TMobile/12076315
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,T-Mobile,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-TMobile/12076323
Apple,iPhone 5C,32GB,Refurbished,$241.75,OutOfStock,T-Mobile,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-TMobile/12076323
Apple,iPhone 5C,32GB,Good,$201.00,OutOfStock,T-Mobile,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-TMobile/12076323
Apple,iPhone 5C,32GB,Acceptable,$173.00,OutOfStock,T-Mobile,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-TMobile/12076323
Apple,iPhone 5C,32GB,VeryGood,$224.00,OutOfStock,T-Mobile,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-TMobile/12076323
Apple,iPhone 5C,8GB,New,$450.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-TMobile/12078175
Apple,iPhone 5C,8GB,Refurbished,$185.75,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-TMobile/12078175
Apple,iPhone 5C,8GB,Good,$156.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-TMobile/12078175
Apple,iPhone 5C,8GB,Acceptable,$135.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-TMobile/12078175
Apple,iPhone 5C,8GB,VeryGood,$175.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-TMobile/12078175
Apple,iPhone 5C,8GB,New,$450.00,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-TMobile/12078167
Apple,iPhone 5C,8GB,Refurbished,$185.75,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-TMobile/12078167
Apple,iPhone 5C,8GB,Good,$156.00,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-TMobile/12078167
Apple,iPhone 5C,8GB,Acceptable,$135.00,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-TMobile/12078167
Apple,iPhone 5C,8GB,VeryGood,$175.00,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-TMobile/12078167
Apple,iPhone 5S,64GB,New,$849.00,OutOfStock,T-Mobile,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-TMobile/12076283
Apple,iPhone 5S,64GB,Refurbished,$320.75,OutOfStock,T-Mobile,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-TMobile/12076283
Apple,iPhone 5S,64GB,Good,$269.00,OutOfStock,T-Mobile,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-TMobile/12076283
Apple,iPhone 5S,64GB,Acceptable,$229.00,OutOfStock,T-Mobile,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-TMobile/12076283
Apple,iPhone 5S,64GB,VeryGood,$298.00,OutOfStock,T-Mobile,Gold,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Gold-TMobile/12076283
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-TMobile/12076299
Apple,iPhone 5C,32GB,Refurbished,$241.75,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-TMobile/12076299
Apple,iPhone 5C,32GB,Good,$201.00,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-TMobile/12076299
Apple,iPhone 5C,32GB,Acceptable,$173.00,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-TMobile/12076299
Apple,iPhone 5C,32GB,VeryGood,$224.00,OutOfStock,T-Mobile,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-TMobile/12076299
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Verizon/12076313
Apple,iPhone 5C,32GB,Refurbished,$234.75,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Verizon/12076313
Apple,iPhone 5C,32GB,Good,$195.00,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Verizon/12076313
Apple,iPhone 5C,32GB,Acceptable,$165.00,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Verizon/12076313
Apple,iPhone 5C,32GB,VeryGood,$218.00,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Verizon/12076313
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,T-Mobile,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-TMobile/12076291
Apple,iPhone 5C,32GB,Refurbished,$241.75,OutOfStock,T-Mobile,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-TMobile/12076291
Apple,iPhone 5C,32GB,Good,$201.00,OutOfStock,T-Mobile,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-TMobile/12076291
Apple,iPhone 5C,32GB,Acceptable,$173.00,OutOfStock,T-Mobile,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-TMobile/12076291
Apple,iPhone 5C,32GB,VeryGood,$224.00,OutOfStock,T-Mobile,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-TMobile/12076291
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Sprint/12076311
Apple,iPhone 5C,32GB,Refurbished,$228.75,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Sprint/12076311
Apple,iPhone 5C,32GB,Good,$191.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Sprint/12076311
Apple,iPhone 5C,32GB,Acceptable,$163.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Sprint/12076311
Apple,iPhone 5C,32GB,VeryGood,$210.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Yellow-Sprint/12076311
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-White-Sprint/12076303
Apple,iPhone 5C,32GB,Refurbished,$228.75,OutOfStock,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-White-Sprint/12076303
Apple,iPhone 5C,32GB,Good,$191.00,OutOfStock,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-White-Sprint/12076303
Apple,iPhone 5C,32GB,Acceptable,$163.00,OutOfStock,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-White-Sprint/12076303
Apple,iPhone 5C,32GB,VeryGood,$210.00,OutOfStock,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-White-Sprint/12076303
Apple,iPhone 5C,8GB,New,$450.00,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Pink-Sprint/12078177
Apple,iPhone 5C,8GB,Refurbished,$166.75,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Pink-Sprint/12078177
Apple,iPhone 5C,8GB,Good,$141.00,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Pink-Sprint/12078177
Apple,iPhone 5C,8GB,Acceptable,$120.00,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Pink-Sprint/12078177
Apple,iPhone 5C,8GB,VeryGood,$156.00,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Pink-Sprint/12078177
Apple,iPhone 5C,16GB,New,$549.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-Sprint/12076310
Apple,iPhone 5C,16GB,Refurbished,$190.75,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-Sprint/12076310
Apple,iPhone 5C,16GB,Good,$161.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-Sprint/12076310
Apple,iPhone 5C,16GB,Acceptable,$137.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-Sprint/12076310
Apple,iPhone 5C,16GB,VeryGood,$178.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-Sprint/12076310
Apple,iPhone 5S,32GB,New,$749.00,OutOfStock,Sprint,Space Gray,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-32GB-Space-Gray-Sprint/12076252
Apple,iPhone 5S,32GB,Refurbished,$313.75,OutOfStock,Sprint,Space Gray,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-32GB-Space-Gray-Sprint/12076252
Apple,iPhone 5S,32GB,Good,$261.00,OutOfStock,Sprint,Space Gray,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-32GB-Space-Gray-Sprint/12076252
Apple,iPhone 5S,32GB,Acceptable,$219.00,OutOfStock,Sprint,Space Gray,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-32GB-Space-Gray-Sprint/12076252
Apple,iPhone 5S,32GB,VeryGood,$292.00,OutOfStock,Sprint,Space Gray,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-32GB-Space-Gray-Sprint/12076252
Apple,iPhone 5C,8GB,New,$450.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Sprint/12078173
Apple,iPhone 5C,8GB,Refurbished,$175.75,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Sprint/12078173
Apple,iPhone 5C,8GB,Good,$147.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Sprint/12078173
Apple,iPhone 5C,8GB,Acceptable,$125.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Sprint/12078173
Apple,iPhone 5C,8GB,VeryGood,$163.00,OutOfStock,Sprint,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Sprint/12078173
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,AT&T,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-ATT/12076317
Apple,iPhone 5C,32GB,Refurbished,$230.75,OutOfStock,AT&T,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-ATT/12076317
Apple,iPhone 5C,32GB,Good,$194.00,OutOfStock,AT&T,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-ATT/12076317
Apple,iPhone 5C,32GB,Acceptable,$163.00,OutOfStock,AT&T,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-ATT/12076317
Apple,iPhone 5C,32GB,VeryGood,$215.00,OutOfStock,AT&T,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-ATT/12076317
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Verizon/12076297
Apple,iPhone 5C,32GB,Refurbished,$234.75,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Verizon/12076297
Apple,iPhone 5C,32GB,Good,$195.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Verizon/12076297
Apple,iPhone 5C,32GB,Acceptable,$165.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Verizon/12076297
Apple,iPhone 5C,32GB,VeryGood,$218.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-Verizon/12076297
Apple,iPhone 5C,16GB,New,$549.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-TMobile/12076314
Apple,iPhone 5C,16GB,Refurbished,$218.75,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-TMobile/12076314
Apple,iPhone 5C,16GB,Good,$183.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-TMobile/12076314
Apple,iPhone 5C,16GB,Acceptable,$159.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-TMobile/12076314
Apple,iPhone 5C,16GB,VeryGood,$205.00,OutOfStock,T-Mobile,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Yellow-TMobile/12076314
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,Sprint,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-Sprint/12076287
Apple,iPhone 5C,32GB,Refurbished,$228.75,OutOfStock,Sprint,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-Sprint/12076287
Apple,iPhone 5C,32GB,Good,$191.00,OutOfStock,Sprint,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-Sprint/12076287
Apple,iPhone 5C,32GB,Acceptable,$163.00,OutOfStock,Sprint,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-Sprint/12076287
Apple,iPhone 5C,32GB,VeryGood,$210.00,OutOfStock,Sprint,Blue,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Blue-Sprint/12076287
Apple,iPhone 5C,16GB,New,$549.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Verizon/12076296
Apple,iPhone 5C,16GB,Refurbished,$212.75,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Verizon/12076296
Apple,iPhone 5C,16GB,Good,$179.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Verizon/12076296
Apple,iPhone 5C,16GB,Acceptable,$152.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Verizon/12076296
Apple,iPhone 5C,16GB,VeryGood,$199.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Verizon/12076296
Apple,iPhone 5C,8GB,New,$450.00,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Verizon/12078174
Apple,iPhone 5C,8GB,Refurbished,$180.75,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Verizon/12078174
Apple,iPhone 5C,8GB,Good,$152.00,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Verizon/12078174
Apple,iPhone 5C,8GB,Acceptable,$128.00,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Verizon/12078174
Apple,iPhone 5C,8GB,VeryGood,$168.00,OutOfStock,Verizon,Yellow,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Yellow-Verizon/12078174
Apple,iPhone 5C,16GB,New,$549.00,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Sprint/12076294
Apple,iPhone 5C,16GB,Refurbished,$190.75,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Sprint/12076294
Apple,iPhone 5C,16GB,Good,$161.00,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Sprint/12076294
Apple,iPhone 5C,16GB,Acceptable,$137.00,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Sprint/12076294
Apple,iPhone 5C,16GB,VeryGood,$178.00,OutOfStock,Sprint,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-16GB-Green-Sprint/12076294
Apple,iPhone 5C,8GB,New,$450.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-Verizon/12078166
Apple,iPhone 5C,8GB,Refurbished,$180.75,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-Verizon/12078166
Apple,iPhone 5C,8GB,Good,$152.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-Verizon/12078166
Apple,iPhone 5C,8GB,Acceptable,$128.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-Verizon/12078166
Apple,iPhone 5C,8GB,VeryGood,$168.00,OutOfStock,Verizon,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-8GB-Green-Verizon/12078166
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,AT&T,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-ATT/12076293
Apple,iPhone 5C,32GB,Refurbished,$230.75,OutOfStock,AT&T,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-ATT/12076293
Apple,iPhone 5C,32GB,Good,$194.00,OutOfStock,AT&T,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-ATT/12076293
Apple,iPhone 5C,32GB,Acceptable,$163.00,OutOfStock,AT&T,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-ATT/12076293
Apple,iPhone 5C,32GB,VeryGood,$215.00,OutOfStock,AT&T,Green,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Green-ATT/12076293
Apple,iPhone 5C,32GB,New,$649.00,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-Sprint/12076319
Apple,iPhone 5C,32GB,Refurbished,$228.75,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-Sprint/12076319
Apple,iPhone 5C,32GB,Good,$191.00,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-Sprint/12076319
Apple,iPhone 5C,32GB,Acceptable,$163.00,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-Sprint/12076319
Apple,iPhone 5C,32GB,VeryGood,$210.00,OutOfStock,Sprint,Pink,glyde,https://glyde.com/buy/used-Apple-iPhone-5C-32GB-Pink-Sprint/12076319
Apple,iPhone 5S,64GB,New,$849.00,OutOfStock,Sprint,Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Silver-Sprint/12076265
Apple,iPhone 5S,64GB,Refurbished,$352.75,OutOfStock,Sprint,Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Silver-Sprint/12076265
Apple,iPhone 5S,64GB,Good,$292.00,OutOfStock,Sprint,Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5S-64GB-Silver-Sprint/12076265
